place_id,name,lat,lng,address,rating,user_ratings_total,business_status,types,source_query
ChIJF2_wv4lHDW0R47WKR5aSdmE,Onslow,-36.84768529999999,174.7699566,"9 Princes Street, Auckland Central, Auckland 1010, New Zealand",4.8,1331.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJKZLQLLRHDW0R_F9vtz1cjiQ,alma,-36.84408579999999,174.7691648,"130 Quay Street, Auckland Central, Auckland 1010, New Zealand",4.7,413.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJS_i53flHDW0R6H8fEWgxVfk,Soul Bar & Bistro,-36.8433935,174.7630217,"Corner of Lower Hobson Street, Customs Street West, Auckland 1010, New Zealand",4.5,2338.0,OPERATIONAL,"bar,restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJn3Evd2xHDW0RWNG-B0TrPxg,Ahi.,-36.84356150000001,174.766454,"Commercial Bay Level 2/7 Queen Street, Auckland Central, Auckland 1010, New Zealand",4.6,1106.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJzV2foiBGDW0ROPBzbgZDJuc,One Tree Grill,-36.8998252,174.77273,"9 Pah Road, Epsom, Auckland 1023, New Zealand",4.8,1604.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJjz8Dgf5HDW0RcKfgUZdV8fw,Amano,-36.8444119,174.770464,"66 - 68, Tyler Street, Britomart Place, Auckland 1010, New Zealand",4.6,4423.0,OPERATIONAL,"restaurant,bakery,store,food,point_of_interest,establishment",restaurant in Auckland
ChIJk7fiDvBHDW0R9qAp_JPxDeE,Depot,-36.8490375,174.7623495,"86 Federal Street, Auckland Central, Auckland 1010, New Zealand",4.6,2050.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJFVXaZgU5DW0R9CGge9LDFoc,The Postman's Leg,-36.7839458,174.7226072,"43-51 Downing Street, Glenfield, Auckland 0629, New Zealand",4.2,2444.0,OPERATIONAL,"bar,restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJKWPi4S5HDW0R-Ao9My5Mf48,Gilt Brasserie,-36.84765489999999,174.7671961,"2 Chancery Street, Chambers, Auckland 1010, New Zealand",4.6,648.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJdQU6o-RHDW0RBI93MBK5gcU,Hello Beasty,-36.8431117,174.7624635,"95-97 Customs Street West, Auckland Central, Auckland 1010, New Zealand",4.7,1419.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJ6esl0z5HDW0RL8AMaU22H8k,Tempero,-36.8580455,174.757105,"352 Karangahape Road, Auckland Central, Auckland 1010, New Zealand",5.0,470.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJZRJ2-fpHDW0RbWGgZq__SR4,Culprit.,-36.8473823,174.7650338,"Level 1/12 Wyndham Street, Auckland Central, Auckland 1010, New Zealand",4.7,594.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJ2f8MNVNHDW0Rlapwj_a7m2w,Origine Bistro,-36.8439762,174.7661423,"Commercial Bay Level 2/172 Quay Street, Auckland Central, Auckland 1010, New Zealand",4.5,426.0,OPERATIONAL,"restaurant,bar,food,point_of_interest,establishment",restaurant in Auckland
ChIJMTPDyKdHDW0RrQ05a1Yl4hI,Milenta,-36.8485532,174.7546801,"210-218 Victoria Street West, Auckland 1010, New Zealand",4.7,307.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJI-nDigpHDW0R3viWyJ_06Yc,Paname Social,-36.8495923,174.7658133,"1/3 Lorne Street, Auckland Central, Auckland 1010, New Zealand",4.3,294.0,OPERATIONAL,"cafe,bar,restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJi1WB6AdHDW0R0WK3WE8zXQg,Ada Restaurant,-36.8672616,174.7402636,"454 Great North Road, Grey Lynn, Auckland 1021, New Zealand",4.6,911.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJXUoYKw45DW0RVnRNKzfKFuw,Paasha,-36.7807211,174.7213061,"444 Glenfield Road, Glenfield, Auckland 0629, New Zealand",4.5,1185.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJC-hvnDpHDW0RXuKc8YA3m-8,BODA,-36.84454,174.7671976,"Top Floor/8 Customs Street East, Auckland Central, Auckland 1010, New Zealand",4.2,248.0,OPERATIONAL,"bar,restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJ6xqrBUpHDW0RTkGfs86hr6c,Metita,-36.849185,174.7623444,"Level 3/90 Federal Street, Auckland Central, Auckland 1010, New Zealand",4.6,213.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJxcY1GSJHDW0RZ__hwRVJPnw,Mr. Morris,-36.844765,174.7682328,"Britomart, Corner of Galway & Commerce Street, Auckland Central, Auckland 1010, New Zealand",4.7,377.0,OPERATIONAL,"restaurant,food,point_of_interest,establishment",restaurant in Auckland
ChIJQ3yEHpFHDW0Rka8ZeCQTnsc,Prego Restaurant,-36.852697,174.744828,"226 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",4.6,2045.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJH0QT3l9HDW0R0f5rIVly8yw,Bossi,-36.8455876,174.7680713,"10 Commerce Street, Auckland Central, Auckland 1010, New Zealand",4.6,1001.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ7UV0PmA4DW0R44MsmijS--o,Moxie Restaurant,-36.817667,174.7325351,"82 Hinemoa Street, Birkenhead, Auckland 0626, New Zealand",4.8,552.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJDwwNeYRHDW0R6CVXXf7s9sc,Paris Butter,-36.8454642,174.7370108,"166 Jervois Road, Herne Bay, Auckland 1011, New Zealand",4.7,396.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ43y8JLQ5DW0RMN47Whk85wY,Bushman's Grill,-36.7909043,174.7489498,"31 Northcote Road, Hillcrest, Auckland 0627, New Zealand",4.5,1658.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJsR8Kx2k4DW0RjYOZyig1xDw,The Engine Room,-36.8180556,174.7455556,"115 Queen Street, Northcote Point, Auckland 0627, New Zealand",4.5,383.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJLTxNV-VHDW0RQgvsgS0ZHkk,Tony's Original Steak & Seafood Restaurant,-36.8503322,174.7632109,"27 Wellesley Street West, Auckland Central, Auckland 1010, New Zealand",4.5,2825.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJWeTIvflHDW0RR2h4JBSQWlk,Beast & Butterflies Auckland,-36.8428577,174.7644086,"196/200 Quay Street, Auckland Central, Auckland 1010, New Zealand",4.5,453.0,OPERATIONAL,"restaurant,cafe,bar,point_of_interest,food,establishment",restaurant in Auckland
ChIJY9z4w_tHDW0RMU8TjUu4Q_Q,Cooke's Restaurant & Bar,-36.845543,174.7665245,"58/60 Queen Street, Auckland Central, Auckland 1010, New Zealand",4.5,161.0,OPERATIONAL,"bar,restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJJWI_HcNHDW0RcZ0KKhCVmDQ,KAZUYA restaurant,-36.8631771,174.7609027,"193 Symonds Street, Eden Terrace, Auckland 1010, New Zealand",4.8,327.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJJdsozvVHDW0RGpYtg7jcwyI,Baduzzi,-36.84108,174.7570445,"10/26 Jellicoe Street, North Wharf, Auckland 1010, New Zealand",4.5,2453.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJAb5Q7vtHDW0R9u_uz-mFnZY,Cassia,-36.849185,174.7623444,"90 Federal Street, Auckland Central, Auckland 1010, New Zealand",4.6,864.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJB2rmNupHDW0RDxt4gaYTl1Y,Otto Restaurant,-36.8579329,174.7565534,"375 Karangahape Road, Auckland Central, Auckland 1010, New Zealand",4.7,1249.0,OPERATIONAL,"bar,restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJNwODoPpHDW0Rz7CT2fSmrmY,The Glass Goose,-36.8485799,174.7627243,"78 Federal Street, Auckland Central, Auckland 1011, New Zealand",4.1,1059.0,OPERATIONAL,"bar,restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJY7SzVxRHDW0RcHOdHag7tEM,Esther Restaurant,-36.8452452,174.7596741,"4 Viaduct Harbour Avenue, Auckland Central, Auckland 1010, New Zealand",4.3,462.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJxR38YvxHDW0R-z-ILx9ZXZI,Hugo's Bistro,-36.8471299,174.7688813,"67 Shortland Street, Auckland Central, Auckland 1010, New Zealand",4.6,226.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJV3nOrvRHDW0R3Hc3DiT5T5k,Sails Restaurant,-36.8390039,174.7432459,"103/113 Westhaven Drive, St Marys Bay, Auckland 1144, New Zealand",4.6,1378.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJVbK0vthHDW0Rtwx5X7nMVdk,Atelier,-36.857777,174.7579994,"292 Karangahape Road, Auckland Central, Auckland 1010, New Zealand",4.7,289.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ11dVbfBHDW0RrTQPtgLdDek,Orbit 360° Dining,-36.8484982,174.7621796,"72 - 78 Victoria Street West Level 52, Sky Tower, Victoria Street West, Auckland 1010, New Zealand",4.3,1605.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJOeEFBfBHDW0RPSLQ3nXiKnQ,MASU by Nic Watt,-36.8492648,174.7623425,"90 Federal Street, Auckland Central, Auckland 1010, New Zealand",4.5,1078.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ6YZIDcNHDW0RRzzlc8dO0Rk,The French Cafe,-36.8644804,174.76103,"210 Symonds Street, Eden Terrace, Auckland 1010, New Zealand",4.7,653.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJH2hxFcNHDW0RX46xuTUELGo,Lillius Restaurant,-36.8643028,174.7614604,"19 Khyber Pass Road, Grafton, Auckland 1023, New Zealand",4.8,208.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJC5Om_5BHDW0RYIpcsidrOQ8,Farina,-36.851734,174.7445744,"244 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",4.6,979.0,OPERATIONAL,"bar,restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJPzH5zY9HDW0RQ6E4zQngMQs,Sidart Restaurant,-36.8482513,174.7443542,"283 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",4.7,519.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJvc3DmOhHDW0RJnK1cLFWC1k,Harbour Society,-36.8454947,174.7686655,"Crn. Customs East Street and, Gore Street, Auckland 1011, New Zealand",4.3,202.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJiShcZZlHDW0RLO5gbkGzOO8,KOL Restaurant Auckland,-36.85752129999999,174.7491639,"23 Ponsonby Road, Grey Lynn, Auckland 1011, New Zealand",4.8,275.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJHXbNULw5DW0RHgPdHtDDMIc,SangSang,-36.7809739,174.7219275,"8b/111 Bentley Avenue, Glenfield, Auckland 0629, New Zealand",4.5,162.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJL36E4_lHDW0RpxlDH4605ek,Giraffe,-36.8434292,174.7631201,"85/89 Customs Street West, Auckland Central, Auckland 1010, New Zealand",4.2,991.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJwRczm1JHDW0RFN5dQQ90hrU,Bivacco,-36.8429437,174.7617072,"115 Customs Street West, Auckland Central, Auckland 1010, New Zealand",4.2,511.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJl9sFEapHDW0R8tcHwZWhNbc,The Cave Yakitori Bar,-36.8535558,174.7631672,"319 B Queen Street, Auckland Central, Auckland 1010, New Zealand",4.5,991.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ94UFpuhHDW0RQ7B1sFdz7IM,Le Garde-Manger,-36.8557591,174.7625981,"466 Queen Street, Auckland Central, Auckland 1010, New Zealand",4.6,1253.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ4VwbgIVHDW0RbrSpXbsyD5s,Jervois Steak House,-36.8461457,174.7419077,"70 Jervois Road, Ponsonby, Auckland 1011, New Zealand",4.5,1515.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJmewippZHDW0ROEDfXJu8rtU,Ghost Street (Restaurant),-36.8448476,174.7685447,"Basement level, Tuawhiti Lane, 27 Galway Street, Britomart, Auckland 1010, New Zealand",4.5,377.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJJ7UknfpHDW0RdDuSCbbrYqM,1947 eatery,-36.8478134,174.7630138,"60 Federal Street, Auckland Central, Auckland 1010, New Zealand",4.2,2299.0,OPERATIONAL,"bar,restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ6TAx__tHDW0RlkMZG6RqEy0,Cafe Hanoi,-36.8448581,174.7685407,"Tuawhiti Lane, 27 Galway Street, Britomart, Auckland 1010, New Zealand",4.4,1535.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJfWpVOfxHDW0REaYXm-GQWZY,Chargrill ️ Grill Restaurant and Bar in Auckland,-36.8461144,174.7688566,"44 Fort Street, Auckland Central, Auckland 1010, New Zealand",4.6,882.0,OPERATIONAL,"restaurant,meal_takeaway,bar,point_of_interest,food,establishment",restaurant in Auckland
ChIJycLVrfFHDW0RQAndt_DBaZ4,Le Chef,-36.847205,174.7671002,"13 O'Connell Street, Auckland Central, Auckland 1010, New Zealand",4.4,1198.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,establishment",restaurant in Auckland
ChIJ64UPbPxHDW0RDj_fTPmFQlk,Ima Cuisine,-36.8464593,174.7687944,"53 Fort Street, Downtown, Auckland 1010, New Zealand",4.3,1040.0,OPERATIONAL,"bakery,restaurant,point_of_interest,store,food,establishment",restaurant in Auckland
ChIJO2H7lW9HDW0R4cwNUmxR2lU,Queens Rooftop & Wineshop,-36.8435492,174.7668169,"Level 21/1 Queen Street, Auckland Central, Auckland 1010, New Zealand",4.3,462.0,OPERATIONAL,"bar,point_of_interest,establishment",restaurant in Auckland
ChIJP2kKVFVHDW0Ref52MRvqxgA,"Rodd & Gunn The Lodge, Auckland",-36.8432548,174.7660786,"Commercial Bay, 7 Queen Street, Auckland 1010, New Zealand",4.4,341.0,OPERATIONAL,"restaurant,bar,point_of_interest,food,establishment",restaurant in Auckland
ChIJ85DZyo07DW0RexnR3fM7Zdo,Acafe (BlueSong) Coffee & Mocktails,-36.7402466,174.7217283,"6/4 Arrenway Drive, Rosedale, Auckland 0632, New Zealand",4.7,44.0,OPERATIONAL,"cafe,store,food,point_of_interest,establishment",cafe in Auckland
ChIJ6UDZ5WI3DW0RTCnk2Kq3HiQ,Takapuna Beach Cafe,-36.784201,174.7753098,"22 The Promenade, Takapuna, Auckland 0622, New Zealand",4.4,3429.0,OPERATIONAL,"cafe,meal_takeaway,store,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJrccisTJGDW0RncDrmsFzxQY,Circus Circus,-36.8823611,174.7619767,"447 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand",4.4,3363.0,OPERATIONAL,"cafe,store,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJzRrr1E45DW0RnL4CCgfYXdw,Cafe Third Wave Glenfield,-36.7819554,174.7237869,"77 Bentley Avenue, Glenfield, Auckland 0629, New Zealand",4.8,20.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJf5N6kIc5DW0R0kGLFMMYFmI,Patch Cafe,-36.7842711,174.7386193,"108 Sunnybrae Road, Hillcrest, Auckland 0627, New Zealand",4.4,1094.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJ0a6M8F45DW0R2zRmP0I41Xc,SG Coffee,-36.7616334,174.7248294,"8 Target Road, Totara Vale, Auckland 0629, New Zealand",4.9,72.0,OPERATIONAL,"cafe,store,food,point_of_interest,establishment",cafe in Auckland
ChIJaX1vOOVHDW0Rw23sCKugN-s,Remedy Coffee,-36.8506588,174.7643445,"1 Wellesley Street West, Auckland Central, Auckland 1010, New Zealand",4.7,1442.0,OPERATIONAL,"cafe,meal_takeaway,store,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJBz2XQQA5DW0RX_2ACgXMtR8,Lulu cafe,-36.76758179999999,174.7383847,"8 Link Drive, Wairau Valley, Auckland 0627, New Zealand",4.5,178.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJKSaqHQBHDW0RnmbbeL593Kw,Omusubi Cafe Plat,-36.8472318,174.7665573,"29 Vulcan Lane, Auckland Central, Auckland 1010, New Zealand",4.6,60.0,OPERATIONAL,"cafe,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJx9JNEPtHDW0RqRRiK6fjD5Q,Chuffed,-36.8480151,174.7662993,"43 High Street, Auckland Central, Auckland 1010, New Zealand",4.5,1344.0,OPERATIONAL,"cafe,bar,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJPZGSzB05DW0RoKzwYHeHxqE,Little Things Coffee Shop & Micro-Roastery,-36.7818556,174.7214644,"Glenfield Mall Shop 502C, Level 5/385 Glenfield Road, Glenfield, Auckland 0629, New Zealand",4.7,238.0,OPERATIONAL,"cafe,store,food,point_of_interest,establishment",cafe in Auckland
ChIJ8UtKPS45DW0RawGrTXzhabU,VIBE Coffee Roasters,-36.7805767,174.7434315,"1/15 Porana Road, Wairau Valley, Auckland 0627, New Zealand",4.5,698.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJQ8ye_tRHDW0RIJ6CeYq4h2w,FLUFF Cafe,-36.8640948,174.7620515,"Unit 7G/38 Khyber Pass Road, Grafton, Auckland 1023, New Zealand",4.8,298.0,OPERATIONAL,"cafe,store,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJge-P40s5DW0RA5ZaehnEzpI,Cafe Cezwe,-36.7829896,174.7406184,"59 Porana Road, Wairau Valley, Auckland 0627, New Zealand",4.8,496.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJRaM5q65HDW0RYJIJV2BwOqM,Crave,-36.8753444,174.7362995,"6 Morningside Drive, Morningside, Auckland 1025, New Zealand",4.4,1907.0,OPERATIONAL,"cafe,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJafGwdfQ4DW0RZmsd5FRceU4,Fika With Me,-36.8121177,174.7264884,"5 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand",4.7,370.0,OPERATIONAL,"cafe,store,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJXStrtZVHDW0R874ZkzGOPDc,Cafe 39,-36.8573525,174.7486954,"39 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",4.8,330.0,OPERATIONAL,"cafe,bar,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJmXje_dI5DW0R0sh3x0hCWn4,Toasted Coffee Roasters,-36.7679942,174.7373659,"4 Link Drive, Wairau Valley, Auckland 0627, New Zealand",4.7,346.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJzbpf74BHDW0RnNHbnp0EBvI,Honey Sundays,-36.8473247,174.7317725,"203 Jervois Road, Herne Bay, Auckland 1011, New Zealand",4.9,88.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJySyGxQlHDW0RrnjDV9QNp0U,Honey Cafe CBD,-36.85162070000001,174.7651862,"44/46 Lorne Street, Auckland Central, Auckland 1010, New Zealand",4.8,343.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
ChIJaVBq9tY5DW0ROY9aB4eIZXY,Honey Cafe Takapuna,-36.789381,174.7706559,"12 Huron Street, Takapuna, Auckland 0622, New Zealand",4.5,803.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJdduYPxY6DW0RCarYQdzXwWM,"Montrose Cafe, Bistro and Bar",-36.738059,174.753685,"1 Montrose Terrace, Mairangi Bay, Auckland 0630, New Zealand",4.5,412.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJ5zi-uvI5DW0RThpLCTy15n8,Aim High Cafe,-36.8014051,174.7459364,"17 Pearn Place, Northcote, Auckland 0627, New Zealand",4.8,105.0,OPERATIONAL,"cafe,point_of_interest,food,establishment",cafe in Auckland
ChIJx6Xmihc5DW0RtYuHPQgRBkk,Cox House Cafe,-36.7829734,174.7119857,"123 Stanley Road, Glenfield, Auckland 0629, New Zealand",4.3,131.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJCaCvMJ1HDW0Rs3VOc2kR4hY,No.7,-36.856902,174.7587364,"7/59 Pitt Street, Newton, Auckland 1010, New Zealand",4.9,43.0,OPERATIONAL,"bar,cafe,restaurant,point_of_interest,food,store,establishment",cafe in Auckland
ChIJPf_Sdto5DW0RMFvx_577P3A,Kawana Coffee House,-36.8067891,174.7435851,"1 Kawana Street, Northcote, Auckland 0627, New Zealand",4.9,88.0,OPERATIONAL,"cafe,point_of_interest,food,establishment",cafe in Auckland
ChIJlzLZZgU5DW0RxhKcJVA7s5A,Little Finch Cafe,-36.7662486,174.7648634,"Inga Road, Castor Bay, Auckland 0620, New Zealand",4.9,16.0,OPERATIONAL,"cafe,point_of_interest,food,store,establishment",cafe in Auckland
ChIJi3lg_Lo5DW0RVnOx1nWjb10,Coffee Lab,-36.7821055,174.7440972,"15 Silverfield, Wairau Valley, Auckland 0627, New Zealand",4.5,811.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,store,establishment",cafe in Auckland
ChIJU3eheKVHDW0R1N_TrCOFlzI,Benedict's,-36.8625192,174.760267,"1/30 Saint Benedicts Street, Eden Terrace, Auckland 1010, New Zealand",4.5,367.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJf-8GPuRHDW0Rw275cZElgoo,Little Q,-36.872186,174.744664,"460 New North Road, Kingsland, Auckland 1021, New Zealand",4.7,490.0,OPERATIONAL,"cafe,point_of_interest,food,establishment",cafe in Auckland
ChIJEYmkEGA4DW0R5aqmMYGJa7Q,Ravenhill Cafe & Restaurant,-36.8170204,174.7322235,"98 Hinemoa Street, Birkenhead, Auckland 0622, New Zealand",4.3,549.0,OPERATIONAL,"cafe,meal_takeaway,restaurant,point_of_interest,food,store,establishment",cafe in Auckland
ChIJUzp-tYc5DW0RLcMUsLaf5iY,Fact-Tree,-36.7547264,174.7405429,"1/24 Tonkin Drive, Sunnynook, Auckland 0630, New Zealand",4.5,633.0,OPERATIONAL,"cafe,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJL7ubf883DW0Rmlu7wck6O9c,Dulcie,-36.8296467,174.8040482,"33 King Edward Parade, Devonport, Auckland 0624, New Zealand",4.7,265.0,OPERATIONAL,"restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJVSHCAplHDW0RuMyfJ1nf8qQ,wildbean cafe,-36.8461421,174.7586904,"104/108 Fanshawe Street, Auckland Central, Auckland 1010, New Zealand",4.0,34.0,OPERATIONAL,"cafe,bakery,restaurant,point_of_interest,food,store,establishment",cafe in Auckland
ChIJKRt8N5g5DW0RoXb1RQyvJ3I,K​F Café,-36.7961236,174.7364464,"53 Eban Avenue, Hillcrest, Auckland 0627, New Zealand",4.8,53.0,OPERATIONAL,"cafe,point_of_interest,food,store,establishment",cafe in Auckland
ChIJ26BROdxJDW0RROHKm1Nl8yE,Mission Bay Cafe,-36.8483963,174.8322601,"85 Tamaki Drive, Mission Bay, Auckland 1071, New Zealand",4.1,1103.0,OPERATIONAL,"cafe,bar,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJfS_yGPtHDW0RtLDv_6JBWpw,Mezze Bar,-36.848399,174.7659346,"Durham Street East, Auckland Central, Auckland 1010, New Zealand",4.5,1797.0,OPERATIONAL,"restaurant,cafe,point_of_interest,food,establishment",cafe in Auckland
ChIJR4ViocE-DW0Rul35B7vMS2I,The Collins Cafe And Bar,-36.7743611,174.6711997,"20 Greenhithe Road, Greenhithe, Auckland 0632, New Zealand",4.4,494.0,OPERATIONAL,"cafe,bar,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJ4wJKOw9IDW0RxGZ_talbaiY,Winona Forever,-36.8527055,174.7789497,"100 Parnell Road, Parnell, Auckland 1052, New Zealand",4.3,1283.0,OPERATIONAL,"cafe,point_of_interest,food,establishment",cafe in Auckland
ChIJB3LhgY1HDW0RI5-7-ck-G_w,Queenies Caffé & Vino,-36.8489899,174.7498593,"24 Spring Street, Freemans Bay, Auckland 1011, New Zealand",4.5,374.0,OPERATIONAL,"cafe,bar,restaurant,point_of_interest,food,establishment",cafe in Auckland
ChIJJcPk11Y5DW0R7ctCs35eFFo,Goodside,-36.7847948,174.7539777,"Smales Farm 72 Taharoto Road, Takapuna, Auckland 0622, New Zealand",4.5,150.0,OPERATIONAL,"cafe,bar,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJwcGgvog5DW0R4cSY2IXF6aM,The Great Cafe,-36.75970720000001,174.7398767,"Shop8/120 Sunnynook Road, Sunnynook, Auckland 0620, New Zealand",4.6,212.0,OPERATIONAL,"cafe,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJG-_aHThJDW0RnBp0JGF_9Fk,Bandung,-36.8534058,174.7789995,"119 Parnell Road, Parnell, Auckland 1052, New Zealand",4.7,229.0,OPERATIONAL,"cafe,bar,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJ8dblpYlHDW0RHtqh1PRy1Yg,Buoy Cafe & Eatery,-36.8354264,174.743395,"141/151 Westhaven Drive, Westhaven, Auckland 1011, New Zealand",4.2,851.0,OPERATIONAL,"cafe,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJBXjya_I4DW0RZ_clLWSaNKQ,Bungalo Cafe,-36.8119779,174.7220875,"96 Mokoia Road, Birkenhead, Auckland 0626, New Zealand",4.4,761.0,OPERATIONAL,"cafe,store,restaurant,food,point_of_interest,establishment",cafe in Auckland
ChIJC9LERutHDW0RlRbHAoKOBG0,Pilar Cafe & Eatery,-36.8597393,174.7524317,"2 Ponsonby Road, Grey Lynn, Auckland 1011, New Zealand",4.9,126.0,OPERATIONAL,"cafe,food,point_of_interest,establishment",cafe in Auckland
